"Subject" "StartTime" "Range" "RealAngle" "Error" "ResponseAngle" "RealTime"
3 146 0 357 -16.7988764 340.201124 646
3 146 0 348 -11.6293777 336.370622 646
3 146 0 233 -22.0362435 210.963757 646
3 146 0 23 -7.7448813 15.2551187 646
3 146 0 323 -24.3895403 298.61046 646
3 146 0 141 -34.7397953 106.260205 646
3 146 0 213 -21.6900675 191.309932 646
3 146 0 36 -14.962489 21.037511 646
3 146 0 218 -8.2551187 209.744881 646
3 146 0 241 -21.1944289 219.805571 646
3 175 50 241 -22.3401917 218.659808 699
3 175 50 64 -17.5311993 46.4688007 679
3 175 50 341 -15.9920202 325.00798 694
3 175 50 160 -25 135 710
3 175 50 78 -33 45 705
3 175 50 159 -32.1301024 126.869898 721
3 175 50 100 -18.1301024 81.8698976 717
3 175 50 325 -15.7105931 309.289407 719
3 175 50 40 -26.7594801 13.2405199 693
4 150 100 342 -27 315 695
4 150 100 326 -19.1301024 306.869898 709
4 150 100 253 -44.3895403 208.61046 675
4 150 100 223 -43 180 662
4 150 100 267 -43.636577 223.363423 683
4 150 100 238 -72.7435628 165.256437 695
4 150 100 186 -33.897271 152.102729 744
4 150 100 178 -40.5104471 137.489553 737
4 150 100 31 -26.7108467 4.28915333 736
4 50 300 251 -39.5704344 211.429566 593
4 50 300 243 -33.9453959 209.054604 763
4 50 300 214 -49.2551187 164.744881 608
4 50 300 262 -49.2647737 212.735226 778
4 50 300 190 -51.6335393 138.366461 673
4 50 300 46 -41.7108467 4.28915333 676
4 50 300 211 -61.9637565 149.036243 690
4 50 300 309 -39 270 703
4 50 300 166 -38.431408 127.568592 676
4 50 300 94 -45.1859252 48.8140748 822
4 175 50 326 -26.0684882 299.931512 678
4 175 50 275 -41.8698976 233.130102 712
4 175 50 186 -37.6075022 148.392498 682
4 175 50 252 -53.5650512 198.434949 707
4 175 50 278 -53.9710219 224.028978 715
4 175 50 259 -37.3664607 221.633539 713
4 175 50 112 -16.4724598 95.5275402 725
4 175 50 102 -42.9637565 59.0362435 686
4 175 50 323 -28.5560452 294.443955 725
4 175 50 175 -45.7105931 129.289407 718
4 175 50 241 -48.4711923 192.528808 684
4 175 50 220 -48.1301024 171.869898 676
4 50 300 124 -27.6598083 96.3401917 781
4 50 300 222 -50.9726266 171.027373 763
4 50 300 144 -30.037511 113.962489 602
4 50 300 260 -55.2248594 204.775141 769
4 50 300 297 -44.2414594 252.758541 616
4 50 300 293 -59.8698976 233.130102 780
4 50 300 111 -21 90 800
4 50 300 229 -44.2363583 184.763642 721
4 50 300 222 -53.888658 168.111342 620
4 50 300 139 -30.5650512 108.434949 624
4 50 300 173 -43.1944289 129.805571 664
4 175 50 334 -34.524111 299.475889 722
4 175 50 356 -33.568592 322.431408 695
4 175 50 271 -53.1250163 217.874984 677
4 175 50 305 -35 270 690
4 175 50 84 -44.9061411 39.0938589 706
4 175 50 335 -26.5819447 308.418055 705
4 175 50 307 -43.1701751 263.829825 687
4 175 50 170 -37.2025982 132.797402 710
4 175 50 54 -18.4623222 35.5376778 699
4 175 50 252 -61.0459374 190.954063 687
4 85 0 302 -59.7585406 242.241459 585
4 85 0 77 -43.3099325 33.6900675 585
4 85 0 96 -31.0168935 64.9831065 585
4 85 0 188 -44.8698976 143.130102 585
4 85 0 164 -29 135 585
4 85 0 280 -47.3039483 232.696052 585
4 85 0 198 -40.3801351 157.619865 585
4 85 0 143 -35.3498758 107.650124 585
4 85 0 210 -38.7461623 171.253838 585
4 85 0 344 -21.9987324 322.001268 585
4 85 0 80 -43.9726266 36.0273734 585
4 50 300 298 -45.3540246 252.645975 556
4 50 300 114 -29.1944289 84.8055711 706
4 50 300 108 -30.5288077 77.4711923 627
4 50 300 74 -29 45 571
4 50 300 289 -55.2538377 233.746162 700
4 50 300 279 -43.2157021 235.784298 610
4 50 300 73 -41.7362683 31.2637317 756
4 50 300 120 -25.6012946 94.3987054 697
4 50 300 317 -45.7546357 271.245364 583
4 100 200 291 -61.6012946 229.398705 605
4 100 200 314 -23.2277453 290.772255 633
4 100 200 285 -50.5376778 234.462322 626
4 100 200 311 -53.3390873 257.660913 673
4 100 200 270 -34.9920202 235.00798 611
4 100 200 163 -43.9453959 119.054604 764
4 100 200 307 -41.0856168 265.914383 796
4 100 200 246 -37.2602047 208.739795 695
4 100 200 287 -51.3803447 235.619655 602
4 100 200 304 -61.4075754 242.592425 796
4 100 200 212 -49.102729 162.897271 686
4 100 200 71 -47.8014095 23.1985905 727
4 100 200 295 -64.8055711 230.194429 735
4 100 200 350 -40.5275402 309.47246 720
4 100 200 60 -36.3706223 23.6293777 737
4 100 200 49 -22.4349488 26.5650512 625
4 100 200 278 -53 225 777
4 100 200 322 -43.0273734 278.972627 768
4 100 200 132 -20.1985905 111.801409 760
4 100 200 321 -16.750967 304.249033 621
4 100 200 87 -38.1859252 48.8140748 631
4 205 0 319 -38.0459374 280.954063 705
4 205 0 279 -57.1798301 221.82017 705
4 205 0 155 -27.431408 127.568592 705
4 205 0 331 -36.8977655 294.102235 705
4 205 0 233 -55.29061 177.70939 705
4 205 0 125 -15.0168935 109.983107 705
4 205 0 295 -71.4320962 223.567904 705
4 205 0 149 -32.4349488 116.565051 705
4 205 0 132 -18.037511 113.962489 705
4 150 100 340 -26.636577 313.363423 680
4 150 100 102 -48.8698976 53.1301024 674
4 150 100 224 -44 180 663
4 150 100 132 -12.2551187 119.744881 735
4 150 100 76 -31 45 730
4 150 100 356 -21.820992 334.179008 701
4 150 100 123 -18.9637565 104.036243 693
4 150 100 48 -17.7435628 30.2564372 688
4 150 100 133 -11.3924978 121.607502 695
4 150 100 95 -23.4349488 71.5650512 711
4 150 100 128 -21.3007558 106.699244 660
4 150 100 298 -58.650668 239.349332 691
4 150 100 86 -45.7636417 40.2363583 733
4 150 100 134 -22.1985905 111.801409 711
4 150 100 235 -65.3048465 169.695154 679
4 150 100 129 -27.6900675 101.309932 667
4 150 100 190 -43.6900675 146.309932 707
4 150 100 230 -71.8014095 158.198591 684
4 150 100 295 -58.6900675 236.309932 709
4 150 100 256 -31 225 661
4 150 100 74 -37.1301024 36.8698976 674
4 150 100 242 -35.4349488 206.565051 716
4 100 200 116 -14.6900675 101.309932 607
4 100 200 234 -54 180 759
4 100 200 340 -21.1859252 318.814075 709
4 100 200 148 -23.3048465 124.695154 763
4 100 200 345 -31.397181 313.602819 750
4 100 200 326 -40.2913622 285.708638 623
4 100 200 85 -54.7435628 30.2564372 796
4 100 200 282 -57 225 648
4 100 200 290 -60.2363583 229.763642 737
4 150 100 332 -28.3099325 303.690068 670
4 150 100 65 -32.9946168 32.0053832 698
4 150 100 162 -29.726311 132.273689 694
4 150 100 250 -52.897271 197.102729 672
4 150 100 155 -36.6992442 118.300756 717
4 150 100 304 -59.3461759 244.653824 707
4 150 100 252 -45.4349488 206.565051 712
4 150 100 143 -24.6992442 118.300756 690
4 150 100 67 -45.1985905 21.8014095 687
4 175 50 256 -56.0168935 199.983107 719
4 175 50 140 -26.8014095 113.198591 708
4 175 50 161 -34.1301024 126.869898 681
4 175 50 75 -49.4400348 25.5599652 722
4 175 50 126 -20.0546041 105.945396 713
4 175 50 193 -49.8698976 143.130102 710
4 175 50 294 -62.6598083 231.340192 682
4 175 50 354 -39 315 701
4 175 50 82 -41.3987054 40.6012946 718
4 175 50 112 -36.0362435 75.9637565 713
4 235 0 201 -36.2551187 164.744881 735
4 235 0 343 -31.6522228 311.347777 735
4 235 0 141 -24.4349488 116.565051 735
4 235 0 311 -50.4623222 260.537678 735
4 235 0 252 -72 180 735
4 235 0 172 -31.8055711 140.194429 735
4 235 0 189 -54 135 735
4 235 0 185 -50 135 735
4 235 0 203 -38.9453959 164.054604 735
4 235 0 314 -36.0565282 277.943472 735
4 235 0 100 -42.3806777 57.6193223 735
4 50 300 342 -33.3401917 308.659808 830
4 50 300 186 -38.0053832 147.994617 701
4 50 300 328 -20.6960517 307.303948 576
4 50 300 228 -48 180 778
4 50 300 354 -24.650668 329.349332 783
4 50 300 305 -48.4957333 256.504267 746
4 50 300 310 -51.7682889 258.231711 797
4 50 300 52 -26.7222778 25.2777222 573
4 50 300 134 -23.4439548 110.556045 743
4 50 300 274 -42.6598083 231.340192 811
4 100 200 205 -46.8014095 158.198591 765
4 100 200 56 -33.1663458 22.8336542 661
4 100 200 119 -55.5650512 63.4349488 775
4 100 200 332 -27.6196553 304.380345 639
4 100 200 310 -63.1985905 246.801409 786
4 100 200 60 -17.4895529 42.5104471 723
4 100 200 159 -32.9726266 126.027373 687
4 100 200 170 -44.4623222 125.537678 683
4 100 200 206 -49.1985905 156.801409 755
4 100 200 305 -52.3540246 252.645975 700
4 129 0 338 -21.8766973 316.123303 629
4 129 0 193 -48.7538873 144.246113 629
4 129 0 153 -29.3099325 123.690068 629
4 129 0 203 -44.037511 158.962489 629
4 129 0 66 -37.3895403 28.6104597 629
4 129 0 292 -54.1522951 237.847705 629
4 129 0 118 -29.1457628 88.8542372 629
4 129 0 333 -21.9182489 311.081751 629
4 129 0 57 -22.491477 34.508523 629
4 129 0 286 -45.2488263 240.751174 629
4 129 0 107 -19.726311 87.273689 629
4 129 0 226 -31.0685828 194.931417 629
4 175 50 111 -35.0362435 75.9637565 720
4 175 50 347 -22.837653 324.162347 681
4 175 50 273 -37.6951535 235.304846 705
4 175 50 169 -24.5376778 144.462322 710
4 175 50 103 -31.4349488 71.5650512 690
4 175 50 135 -29.0546041 105.945396 713
4 175 50 339 -20.8201699 318.17983 677
4 175 50 196 -59.2642954 136.735705 697
4 175 50 346 -29.2642954 316.735705 705
4 175 50 151 -24.1301024 126.869898 716
4 175 50 215 -61.5650512 153.434949 695
5 150 100 117 -21.1932731 95.8067269 662
5 150 100 236 -15.3987054 220.601295 748
5 150 100 217 -18.5650512 198.434949 700
5 150 100 151 -30.0362435 120.963757 705
5 150 100 66 -23.1210964 42.8789036 749
5 150 100 294 -20.4236656 273.576334 663
5 150 100 301 -16.9637565 284.036243 676
5 150 100 272 -8.34019175 263.659808 666
5 150 100 38 -25.9052429 12.0947571 744
5 150 100 30 -19.3803447 10.6196553 711
5 150 100 252 -27 225 700
5 150 100 263 -26.6900675 236.309932 712
5 175 50 224 -22.1985905 201.801409 698
5 175 50 199 -19 180 688
5 175 50 46 -23.8336542 22.1663458 692
5 175 50 71 -28.1210964 42.8789036 690
5 175 50 27 -23.268603 3.731397 683
5 175 50 272 -16.0362435 255.963757 700
5 50 300 147 -30.4349488 116.565051 792
5 50 300 130 -25.9637565 104.036243 651
5 50 300 71 -21.6012946 49.3987054 778
5 50 300 33 -17.475889 15.524111 621
5 50 300 113 -23 90 845
5 175 50 83 -38 45 719
5 175 50 60 -28.6713071 31.3286929 720
5 175 50 64 -24.7105931 39.2894069 703
5 175 50 137 -25.1985905 111.801409 682
5 175 50 244 -30.3099325 213.690068 677
5 175 50 316 -22.037511 293.962489 690
5 50 300 247 -25.0127875 221.987212 831
5 50 300 80 -36.3322199 43.6677801 708
5 50 300 171 -23.4711923 147.528808 846
5 50 300 187 -30.962489 156.037511 712
5 50 300 260 -21.6075022 238.392498 613
5 50 300 231 -21.2551187 209.744881 557
5 50 300 56 -35.4439548 20.5560452 632
5 50 300 230 -34.7448813 195.255119 642
5 50 300 60 -37.6937949 22.3062051 737
5 50 300 234 -12.8140748 221.185925 562
5 50 300 296 -18.8749837 277.125016 638
5 50 300 99 -15.3401917 83.6598083 813
5 100 200 232 -37.0685828 194.931417 681
5 100 200 24 -20.9059419 3.09405806 709
5 100 200 86 -30.9920202 55.0079798 795
5 100 200 264 -22.6104597 241.38954 789
5 100 200 344 -11.2553284 332.744672 620
5 100 200 75 -40.1755108 34.8244892 624
5 100 200 131 -35.8055711 95.1944289 718
5 100 200 171 -11.5560452 159.443955 702
5 100 200 299 -23.2894069 275.710593 773
5 100 200 75 -30 45 786
5 150 100 109 -19 90 668
5 150 100 359 -10.9761324 348.023868 654
5 150 100 293 -23 270 690
5 150 100 79 -21.4711923 57.5288077 664
5 150 100 41 -19.1985905 21.8014095 670
5 150 100 23 -20.8789036 2.1210964 664
5 175 50 220 -40 180 708
5 175 50 84 -4.0079798 79.9920202 712
5 175 50 201 -21 180 724
5 175 50 346 -12.5650512 333.434949 713
5 175 50 128 -30.8749837 97.1250163 683
5 100 200 353 -19.5650512 333.434949 665
5 100 200 301 -26.2363583 274.763642 785
5 100 200 221 -31.5376778 189.462322 683
5 100 200 347 -37.4773687 309.522631 695
5 100 200 177 -23.5650512 153.434949 796
5 100 200 345 -29.2559408 315.744059 692
5 50 300 86 -25.0546041 60.9453959 643
5 50 300 267 -17.0952312 249.904769 842
5 50 300 63 -24.7098368 38.2901632 806
5 50 300 67 -36.5344551 30.4655449 759
5 50 300 100 -16.3401917 83.6598083 850
5 50 300 294 -22.4088597 271.59114 674
5 245 0 169 -32.025066 136.974934 745
5 245 0 242 -37.5560452 204.443955 745
5 245 0 270 -33.6900675 236.309932 745
5 245 0 189 -27.4349488 161.565051 745
5 245 0 354 -12.4349488 341.565051 745
5 245 0 240 -30.2551187 209.744881 745
5 100 200 168 -56.962489 111.037511 668
5 100 200 71 -40.4207731 30.5792269 663
5 100 200 106 -46.0685828 59.9314172 721
5 100 200 117 -22.9143832 94.0856168 617
5 100 200 239 -28.7435628 210.256437 641
5 212 0 164 -24.6012946 139.398705 712
5 212 0 101 -11 90 712
5 212 0 213 -28.6012946 184.398705 712
5 212 0 149 -38.4439548 110.556045 712
5 212 0 100 -16.3401917 83.6598083 712
5 212 0 178 -21.962489 156.037511 712
5 67 0 268 -17.9831065 250.016893 567
5 67 0 351 -20.3577535 330.642246 567
5 67 0 320 -21.6992442 298.300756 567
5 67 0 273 -11.1301024 261.869898 567
5 67 0 349 -17.3007558 331.699244 567
5 175 50 159 -30.3401917 128.659808 684
5 175 50 229 -17.3924978 211.607502 698
5 175 50 223 -19.037511 203.962489 678
5 175 50 124 -34 90 706
5 175 50 203 -23 180 696
5 175 50 337 -32.6196553 304.380345 697
5 150 100 290 -13.990994 276.009006 696
5 150 100 156 -47.5650512 108.434949 709
5 150 100 221 -26.9637565 194.036243 662
5 150 100 317 -12.4077113 304.592289 662
5 150 100 251 -31.1944289 219.805571 738
5 150 100 325 -22.5288077 302.471192 742
5 75 0 72 -24.8789036 47.1210964 575
5 75 0 332 -25.9726266 306.027373 575
5 75 0 326 -16.0131138 309.986886 575
5 75 0 76 -22.1193408 53.8806592 575
5 75 0 359 -16.6501242 342.349876 575
5 75 0 46 -29.8107937 16.1892063 575
